linha1
linha2
linha3
b|v|sv|z|sz|m|sm|nd|snd|sd|ssd|nc|snc|sc|ssc|mu|c|f|Q|N|S1|S2
  0.52000000000000002      |  0.90661328124999985      |   4.7277132509288052E-003 |   7.9866406250000008E-002 |   4.7034824537126553E-003 |   1.3520312500000001E-002 |   6.6261975627523377E-004 |  0.66776953125000005      |   3.0134408581659615E-003 |   4.0836718750000001E-002 |   1.5525285339190432E-003 |  0.60124062499999997      |   3.2606267820342060E-003 |   7.4593750000000000E-002 |   3.9876365327330800E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.54000000000000004      |  0.90111796875000016      |   5.0129159959275745E-003 |   8.5479687499999998E-002 |   4.8947980399156928E-003 |   1.3402343750000002E-002 |   8.8389210811561287E-004 |  0.66881249999999992      |   3.4134277871096896E-003 |   4.1007031249999999E-002 |   1.7648866334984696E-003 |  0.60170703125000002      |   4.2034607933941273E-003 |   7.4076562500000012E-002 |   4.5585369132060899E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.56000000000000005      |  0.89408281249999988      |   4.0865591663785464E-003 |   9.3232812500000012E-002 |   4.1337690882534799E-003 |   1.2684375000000001E-002 |   8.5077515206721929E-004 |  0.66798046874999983      |   2.8744506311057130E-003 |   4.1028125000000006E-002 |   1.5982137245609547E-003 |  0.60093125000000003      |   3.2848599933301918E-003 |   7.3520312500000004E-002 |   3.6799250188735166E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.57999999999999996      |  0.88772421874999996      |   5.1677830890686696E-003 |   9.9652343750000011E-002 |   5.1312024800821837E-003 |   1.2623437499999999E-002 |   7.9945049487132084E-004 |  0.66760312499999996      |   3.4123615614089359E-003 |   4.1907031250000004E-002 |   1.7907451489468185E-003 |  0.59983828125000005      |   4.0282965955741254E-003 |   7.5575781250000015E-002 |   4.4493323350295010E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.59999999999999998      |  0.88164765625000019      |   5.2014043818900844E-003 |  0.10630624999999999      |   5.2868357572577159E-003 |   1.2046093750000000E-002 |   7.8046405779370290E-004 |  0.66769843749999991      |   3.5906477778868367E-003 |   4.2365624999999997E-002 |   1.6228606711028830E-003 |  0.60049218750000000      |   4.0085129748488142E-003 |   7.4564843749999984E-002 |   3.8787155353417666E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.62000000000000000      |  0.87628046874999999      |   4.6363635868609749E-003 |  0.11221328125000003      |   4.6680103293127275E-003 |   1.1506250000000003E-002 |   8.2717221132452227E-004 |  0.66729687500000001      |   3.5742080771698510E-003 |   4.2599999999999999E-002 |   1.4804462811619506E-003 |  0.60055078124999994      |   4.1069254373377146E-003 |   7.4507812500000006E-002 |   3.1102680093271304E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.64000000000000001      |  0.87029531249999992      |   5.6089623803672458E-003 |  0.11846328125000001      |   5.6355403090737706E-003 |   1.1241406250000001E-002 |   8.2695561599176062E-004 |  0.66849453125000002      |   3.3956814435132645E-003 |   4.3186718749999999E-002 |   1.6390448119279139E-003 |  0.60160078125000005      |   4.8309589806633151E-003 |   7.4628125000000017E-002 |   3.6109493319797493E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.66000000000000003      |  0.86450859375000000      |   5.3714905535243709E-003 |  0.12440390624999999      |   5.3640980577943235E-003 |   1.1087500000000002E-002 |   5.9500073857622214E-004 |  0.66699843749999987      |   2.7152833502003073E-003 |   4.4060937500000008E-002 |   1.5231361881513589E-003 |  0.60013437500000000      |   4.0554713837643169E-003 |   7.4777343750000003E-002 |   3.2825913367016996E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.68000000000000005      |  0.86000234374999995      |   4.5441250946663559E-003 |  0.12948515624999998      |   4.6178992286680350E-003 |   1.0512500000000001E-002 |   7.7405436259348089E-004 |  0.66708437500000006      |   2.6248460706356186E-003 |   4.4132812499999993E-002 |   2.0523691768980674E-003 |  0.60097968749999997      |   3.5837312793808229E-003 |   7.3963281249999999E-002 |   3.6731979830730015E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.69999999999999996      |  0.85576015625000001      |   3.8549380650474167E-003 |  0.13420312500000001      |   3.7770751100181673E-003 |   1.0036718750000000E-002 |   6.4793890846403287E-004 |  0.66610625000000001      |   3.5459322122548052E-003 |   4.4328124999999989E-002 |   1.7359051527139238E-003 |  0.60092031249999989      |   3.9971391747137472E-003 |   7.3082812500000011E-002 |   3.5837397949584375E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.71999999999999997      |  0.85039765624999974      |   5.7910373761185015E-003 |  0.13992343750000000      |   5.8721265413125678E-003 |   9.6789062500000009E-003 |   6.3830037456049054E-004 |  0.66571875000000003      |   3.6988701822313246E-003 |   4.4750781250000003E-002 |   2.0134116056945016E-003 |  0.60106718749999999      |   4.1630029139695266E-003 |   7.3573437500000005E-002 |   3.9293088162471396E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.73999999999999999      |  0.84527187500000001      |   5.7114983479736939E-003 |  0.14528671875000002      |   5.6934721928144656E-003 |   9.4414062499999993E-003 |   5.6175351943851912E-004 |  0.66533281249999998      |   3.8641105183025307E-003 |   4.5894531250000002E-002 |   1.9883886881581561E-003 |  0.60098359375000021      |   4.4099101736042000E-003 |   7.4635156250000001E-002 |   4.0259671204423428E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.76000000000000001      |  0.84138984375000003      |   5.8421992532143056E-003 |  0.14952578124999999      |   5.9170546942615646E-003 |   9.0843750000000022E-003 |   7.3050676705883422E-004 |  0.66466093749999999      |   2.7357969517011783E-003 |   4.6334374999999997E-002 |   2.0023996834267377E-003 |  0.60127343750000006      |   3.1683612773157305E-003 |   7.4242187500000001E-002 |   3.7343423115724136E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.78000000000000003      |  0.83682343749999999      |   5.4782865510263562E-003 |  0.15463046875000000      |   5.4643576669096312E-003 |   8.5460937500000007E-003 |   5.9160230402933067E-004 |  0.66452265624999995      |   2.7124600596497802E-003 |   4.6680468749999988E-002 |   1.8298517819608545E-003 |  0.60190078125000002      |   3.4761552605583929E-003 |   7.3691406250000008E-002 |   3.9158027724259898E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.80000000000000004      |  0.83172265625000008      |   4.9183596697293577E-003 |  0.16017578125000001      |   4.9198486031909868E-003 |   8.1015625000000011E-003 |   6.1082559716849614E-004 |  0.66224375000000013      |   2.9452727119328439E-003 |   4.7115625000000001E-002 |   1.9105733504222627E-003 |  0.60025781249999999      |   3.3820997372656682E-003 |   7.4183593750000013E-002 |   3.4657948595941245E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.81999999999999995      |  0.82680625000000008      |   6.2662121763520382E-003 |  0.16550937499999996      |   6.3249170109427122E-003 |   7.6843750000000011E-003 |   7.3628574563056016E-004 |  0.66158437499999989      |   3.7230817732927970E-003 |   4.7699999999999999E-002 |   2.1897817340933209E-003 |  0.59994062500000001      |   4.6328931274602749E-003 |   7.4335156250000006E-002 |   4.0759804137173944E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.83999999999999997      |  0.82216093749999997      |   5.4625435764137096E-003 |  0.17058593750000001      |   5.4656855253223955E-003 |   7.2531250000000000E-003 |   6.7592529172978884E-004 |  0.65989140625000009      |   3.6074153399033898E-003 |   4.8598437500000008E-002 |   1.9905268814123058E-003 |  0.59938046874999995      |   3.6428960358923690E-003 |   7.4636718749999997E-002 |   3.1618071630213009E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.85999999999999999      |  0.82010234375000013      |   5.4304680756365560E-003 |  0.17282578125000000      |   5.5411976337088296E-003 |   7.0718750000000000E-003 |   6.3584151609795815E-004 |  0.66058125000000023      |   3.2875742624692140E-003 |   4.9097656250000003E-002 |   2.4135093672534844E-003 |  0.60081874999999996      |   3.8379335438121867E-003 |   7.4220312500000010E-002 |   3.6515140267428798E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.88000000000000000      |  0.81666875000000005      |   5.1538704263003861E-003 |  0.17683906250000000      |   5.2536540947854824E-003 |   6.4921874999999997E-003 |   7.1136662872863942E-004 |  0.66006250000000000      |   3.6486884282017984E-003 |   4.8991406250000001E-002 |   2.0746665594759588E-003 |  0.60121484375000001      |   3.6323189348853461E-003 |   7.4010156250000000E-002 |   3.9216618623608172E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.90000000000000002      |  0.81352421875000003      |   5.1040581209227864E-003 |  0.18023828125000002      |   5.0885185103213297E-003 |   6.2375000000000026E-003 |   6.2663068519264197E-004 |  0.65989609375000002      |   3.1156266651512603E-003 |   4.9410156250000004E-002 |   2.0664505548180466E-003 |  0.60175546874999997      |   3.5645074696199677E-003 |   7.3362499999999983E-002 |   3.1649192512902282E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.92000000000000004      |  0.80720781250000007      |   6.7382042115161295E-003 |  0.18713906250000001      |   6.7930420226784260E-003 |   5.6531250000000010E-003 |   5.4171899787274402E-004 |  0.65685390624999995      |   3.7033821937320437E-003 |   5.0327343750000003E-002 |   2.6894965557949339E-003 |  0.59994218749999983      |   3.9335626395244436E-003 |   7.3578906250000006E-002 |   4.1808547581552100E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.93999999999999995      |  0.80599296874999993      |   5.4348957147919603E-003 |  0.18875859374999998      |   5.4875085087668961E-003 |   5.2484375000000005E-003 |   5.8242488786108728E-004 |  0.65658515624999991      |   3.4892420639250641E-003 |   5.0225781250000011E-002 |   2.2850365887473359E-003 |  0.60119609374999994      |   3.5661721240237503E-003 |   7.3320312499999998E-002 |   3.5980782359736857E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.95999999999999996      |  0.80163828124999992      |   6.4889874879031830E-003 |  0.19347656250000000      |   6.4773917593354052E-003 |   4.8851562499999989E-003 |   4.7234364662585704E-004 |  0.65590546874999989      |   4.0509352369477915E-003 |   5.1038281249999998E-002 |   2.4638263054599773E-003 |  0.60082578124999997      |   4.4691871098502421E-003 |   7.4053906249999996E-002 |   3.6820693757308957E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
  0.97999999999999998      |  0.79915156250000008      |   5.2172062181455228E-003 |  0.19637968749999996      |   5.2450476549163755E-003 |   4.4687500000000005E-003 |   4.4551804466822664E-004 |  0.65565937500000016      |   2.9613151144434542E-003 |   5.1812499999999997E-002 |   2.5682457496253642E-003 |  0.60172578124999998      |   3.5630284181843177E-003 |   7.4717187500000018E-002 |   3.8551149945356693E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
   1.0000000000000000      |  0.79312734375000005      |   5.1686487411672999E-003 |  0.20268984374999999      |   5.3738871145313973E-003 |   4.1828124999999999E-003 |   4.2157396667133034E-004 |  0.65317499999999995      |   3.5100567013760654E-003 |   5.2785937500000005E-002 |   2.2711737010780901E-003 |  0.59991093750000002      |   3.5199022591632409E-003 |   7.5005468749999998E-002 |   3.4369229806900407E-003 |  0.80000001192092896      |  0.10000000149011612      |  0.10000000149011612      |         500 |         256 |         100 |          50
